filename,pixel size(mm),head circumference (mm),center_x_mm,center_y_mm,semi_axes_a_mm,semi_axes_b_mm,angle_rad,hc_calc_mm
210_HC.png,0.111003365782,165.58,44.953033176,32.075084471,29.489959104,23.016186951,6.213014275,165.58
211_HC.png,0.101624599525,151.8,34.032092905,25.823878995,26.849885672,21.30951676,6.17854791,151.8
212_HC.png,0.098549477756,160.4,32.85968247,24.877707098,29.748131882,20.923137125,0.076275464,160.4
213_2HC.png,0.109641305778,153.4,41.892387723,32.406775239,26.926707505,21.765457134,0.023448068,153.4
213_HC.png,0.108878418155,157.7,43.004335282,27.314667147,28.14601308,21.854869521,6.212301946,157.7
214_HC.png,0.104589648545,165.67,43.537771237,29.372970878,30.151908094,22.288997129,6.251394487,165.68
215_HC.png,0.134585878334,154.6,54.641710529,35.203099348,27.473769679,21.560642923,0.040225251,154.61
216_HC.png,0.202570721507,164.8,74.542214331,69.801300303,28.638489845,23.710744385,0.045045173,164.82
217_HC.png,0.122675764851,171.8,46.762458755,28.677059558,30.806335598,23.646950745,6.28285867,171.81
218_HC.png,0.130134402932,171.98,55.511363713,32.277425434,30.562344313,23.979715079,6.242732623,171.97
219_HC.png,0.108877977599,155.27,45.81743823,29.484150021,29.413423195,19.509462132,0.000445281,155.27
220_2HC.png,0.114341202107,158.95,44.978537691,29.633566626,28.750434549,21.594144516,6.153569723,158.96
220_HC.png,0.114328061992,162.06,45.199279017,29.97926505,29.428023269,21.880412096,6.205188376,162.06
221_HC.png,0.120450116339,167.0,43.421469282,29.330755706,29.197476888,23.82505084,5.976348403,167.0
222_HC.png,0.0937302213795,159.3,38.688288752,22.791382335,29.228917704,21.153752925,0.069672023,159.3
223_2HC.png,0.153680931438,172.09,57.13507675,48.059316806,29.193751354,25.526339163,6.260165142,172.1
223_HC.png,0.122524674346,168.51,47.605964236,32.182361326,28.566257834,25.014099525,6.237859437,168.51
224_HC.png,0.120650903288,164.08,44.580882485,33.848486099,29.590208419,22.390158286,0.018887471,164.09
225_2HC.png,0.107154250145,161.60,42.833127662,31.057160723,29.244926894,21.931814461,0.103018395,161.6
225_HC.png,0.106369681815,159.90,42.847586055,30.444197192,29.207013397,21.389535647,0.016276109,159.9
226_HC.png,0.130539991354,169.48,53.491368831,38.735740593,29.063278188,24.798703232,6.057705245,169.48
227_2HC.png,0.124950282276,176.8,52.923392158,31.65119097,31.353701919,24.729489473,6.226465635,176.81
227_HC.png,0.124892771244,173.2,45.387189075,33.648802677,29.931121674,25.095477331,6.024730717,173.21
228_HC.png,0.134110362143,166.78,55.837601112,35.173647074,29.055390786,23.906410101,6.274151199,166.78
229_2HC.png,0.11260132898,155.95,47.746282972,30.573037395,28.54102549,20.797720266,6.241515425,155.96
229_HC.png,0.148918400793,156.60,57.964717376,41.879001004,28.431722357,21.150479219,0.069731411,156.61
230_2HC.png,0.0923510447696,159.89,35.558668103,24.891895557,29.974737205,20.468128886,0.003234076,159.88
230_HC.png,0.0923480093479,158.52,36.630009257,24.965020911,29.677925814,20.348131954,0.11830687,158.53
231_HC.png,0.104773280521,170.96,45.106324915,28.541145846,30.531061201,23.671383335,6.265513303,170.96
232_HC.png,0.109484364157,165.6,43.791488684,28.095947161,30.402121958,21.972272803,0.013235777,165.61
233_HC.png,0.1774758952,161.8,76.013728044,48.488713176,28.137442922,23.252396971,0.063517391,161.81
234_HC.png,0.235922478494,176.3,104.257154916,76.886608717,31.854268454,23.991199507,6.226119291,176.31
235_2HC.png,0.134443471561,168.30,54.693658137,37.536003468,29.509211662,23.917040427,6.2559178,168.3
235_HC.png,0.134555310816,170.78,56.46552763,38.419173262,30.276741441,23.89584654,0.073589,170.78
236_HC.png,0.137166670627,168.1,53.712897214,36.088510019,29.519559526,23.838634297,0.01953149,168.11
237_2HC.png,0.109902218632,154.43,44.645827675,31.554400024,27.628297713,21.324090894,6.234344131,154.43
237_3HC.png,0.124166667461,167.17,49.83846662,32.24146594,29.220514376,23.858568503,6.076538654,167.18
237_HC.png,0.108085553283,154.50,42.086005272,32.042196135,27.185602958,21.849344679,0.185495828,154.5
238_HC.png,0.16126007803,160.4,65.61996542,33.374117392,27.433934012,23.551710085,0.007224823,160.41
239_HC.png,0.106408152174,168.93,44.070734588,28.389554066,29.941381293,23.644271025,0.082581097,168.93
240_HC.png,0.125537499785,165.04,57.621833081,34.79292801,29.618226142,22.684148856,0.211186211,165.04
241_HC.png,0.136432438283,162.71,54.735609208,40.114399026,29.55315307,21.959937185,0.061745923,162.71
242_HC.png,0.148925676065,169.65,39.739935866,36.158752384,29.61785402,24.254124319,0.016904215,169.66
243_2HC.png,0.123100178998,159.13,42.239115199,35.03452207,28.027953131,22.469312105,5.72251746,159.12
243_3HC.png,0.175530708262,165.68,57.907606368,56.397462674,28.047969004,24.632690651,5.337978337,165.68
243_HC.png,0.175530708262,165.68,57.907606368,56.397462674,28.047969004,24.632690651,5.337978337,165.68
244_HC.png,0.144493358476,174.13,56.10358561,31.585896278,29.982847017,25.349034349,5.996186224,174.14
245_2HC.png,0.102841647304,159.47,42.044666117,23.462587585,29.642840029,20.71988421,0.002192048,159.46
245_3HC.png,0.102982727849,156.76,44.11097857,29.695378197,28.836827902,20.730719638,0.010118215,156.76
245_HC.png,0.102867471928,159.56,40.391260683,27.161274143,29.975257348,20.355834939,6.238947272,159.57
246_HC.png,0.166212121646,176.28,61.728304919,37.521341549,32.343569942,23.41340422,0.016536832,176.29
247_HC.png,0.116366951965,172.2,43.547078839,29.097573562,30.519980035,24.105234052,0.095105544,172.2
248_HC.png,0.10739015772,170.35,45.676259257,30.997776735,29.816737351,24.262651812,0.050740409,170.34
249_HC.png,0.104322607319,166.94,40.006783907,28.354646212,29.47236069,23.497956544,0.016031431,166.94
250_HC.png,0.159354834787,172.71,64.655821832,41.739747488,30.608490339,24.180429343,5.974164345,172.72
251_HC.png,0.116375975831,168.32,47.453181369,30.665463849,30.180977109,23.166521534,6.266887028,168.32
252_HC.png,0.122388499539,169.4,54.853475585,37.440419122,29.573036276,24.216118207,6.051284497,169.4
253_HC.png,0.115351060341,166.89,46.924457915,33.581959387,30.42361863,22.394436076,0.056952965,166.89
254_HC.png,0.126939695093,170.5,47.928398857,33.920019708,29.462458982,24.706193093,6.19161198,170.5
255_HC.png,0.114313946529,161.99,44.771089602,31.902000315,29.053002192,22.288488883,0.044075649,161.99
256_HC.png,0.123543637555,175.3,53.394722778,33.824751549,30.937739994,24.687052329,6.265538869,175.3
257_HC.png,0.148919119554,171.26,54.437330072,46.565890246,30.659694021,23.631271025,0.003612977,171.28
258_HC.png,0.148937439217,175.4,61.158722273,27.223215617,30.081111814,25.664352919,0.460288779,175.4
259_HC.png,0.113239958882,171.6,43.21382908,31.584097744,31.410965154,22.874194365,0.035139279,171.6
260_2HC.png,0.114338452166,158.81,47.936807812,30.039373396,29.43539434,20.738903542,6.265594662,158.81
260_HC.png,0.114464082501,163.37,39.775215479,36.493001229,29.679780671,22.040334522,0.02811872,163.37
261_HC.png,0.118087333791,163.64,45.708457963,35.222979865,28.534125949,23.42849387,6.277016827,163.64
262_HC.png,0.0972135900294,163.87,38.392544598,24.552772112,29.486889141,22.435571492,6.227903742,163.87
263_HC.png,0.111866672834,162.33,42.294527973,32.219708152,28.290520997,23.260592649,0.051444283,162.34
264_HC.png,0.107433757883,165.28,41.467094527,29.871956707,29.185469814,23.261415916,6.243412594,165.29
265_HC.png,0.108177752598,168.92,42.980715016,29.039308801,29.282223449,24.373143744,6.27656602,168.92
266_HC.png,0.125963240862,171.25,50.806482087,39.924946403,30.475243118,23.836103295,0.064306951,171.26
267_HC.png,0.141596640859,168.9,58.489396776,26.725386133,29.350155866,24.287865297,0.036571727,168.88
268_HC.png,0.10607902674,167.38,42.090426192,26.245892124,29.612616834,23.488914632,6.253011026,167.38
269_HC.png,0.13027811521,174.8,47.867232126,35.6460651,30.575309117,24.920212969,0.092263751,174.8
270_HC.png,0.159211707494,178.06,70.434879441,47.839797142,31.228029578,25.295691695,6.142181447,178.06
271_2HC.png,0.129558398173,163.31,48.281632472,31.716158208,28.549132858,23.302627607,6.233754041,163.31
271_HC.png,0.129393369724,165.00,50.645638186,34.245557709,29.822340452,22.436873688,6.276701908,165.0
272_HC.png,0.158160720021,177.76,61.804248038,47.146958641,31.15212202,25.277640807,0.295066464,177.76
273_HC.png,0.152752381383,170.7,56.967946642,33.362687801,29.525468313,24.705855178,5.999982826,170.71
274_HC.png,0.134451695391,172.74,46.886651883,40.71774279,30.104104086,24.755845583,0.048058673,172.76
275_HC.png,0.12360085547,174.04,52.885087996,33.51557636,31.737886151,23.340613468,0.033802239,174.04
276_2HC.png,0.127907387721,182.93,57.007771934,35.102952591,33.62443328,24.220589858,6.249567626,182.93
276_HC.png,0.127992675855,174.15,41.777890587,29.729971609,31.071793263,24.148103521,6.258044933,174.16
277_HC.png,0.132033040649,164.45,44.44579557,32.132174318,28.451303033,23.789193521,0.184213516,164.45
278_2HC.png,0.125241234899,171.6,45.430336843,32.248704514,30.054533919,24.42391457,0.008091283,171.61
278_HC.png,0.115194230579,178.0,44.537544174,28.666074436,32.681666287,23.613764392,0.027872178,178.01
279_HC.png,0.103594052295,169.9,40.210444915,28.672410748,31.570613065,22.090190787,0.102525776,169.9
280_HC.png,0.110854208469,172.56,43.408524582,26.666812404,30.112251056,24.682271561,6.164476366,172.56
281_HC.png,0.14005680879,178.3,55.635289146,44.64352881,32.998970732,23.342341633,6.038388272,178.3
282_HC.png,0.219130438307,163.1,74.511374065,78.431296481,28.20308399,23.618830482,0.746240774,163.12
283_HC.png,0.0945929761203,148.9,35.967413109,28.196223977,26.005508039,21.272066045,6.18520315,148.9
284_HC.png,0.129572137808,167.73,56.531744827,32.958179615,30.384592174,22.734538367,5.843818788,167.75
285_HC.png,0.101734691737,166.8,43.765632269,26.835413866,29.477752671,23.443889309,0.036227513,166.8
286_HC.png,0.150871213638,176.9,68.264065138,37.444806304,30.695989944,25.494774147,0.034920833,176.91
287_HC.png,0.129241209764,173.9,51.861111838,32.850343391,30.088515573,25.157274973,0.380989961,173.91
288_HC.png,0.142185713564,175.0,59.883200334,40.11367147,31.01182667,24.502721086,6.237737797,175.0
289_HC.png,0.156555697322,183.79,73.538656205,40.092720615,33.289984272,24.918838669,0.173288297,183.82
290_HC.png,0.120803023257,169.34,40.897231638,33.399134564,30.171896065,23.525189708,0.083552019,169.34
291_2HC.png,0.11317118325,170.13,41.898448004,27.178598609,31.762020306,21.943117247,0.025082916,170.13
291_HC.png,0.103654762109,174.00,44.481681736,28.507196384,31.778610015,23.280305835,0.176089876,174.0
292_HC.png,0.102673087801,164.4,43.169220619,25.084587447,28.88774128,23.292918878,0.028512002,164.4
293_HC.png,0.125044643879,168.5,52.797942896,32.431922358,29.764514762,23.69882683,6.230333544,168.5
294_2HC.png,0.136191651628,166.89,55.320992366,35.831259627,29.326074821,23.645212556,0.001430184,166.89
294_HC.png,0.158440992236,180.82,62.073564486,33.638193262,32.859148603,24.384027847,6.259001874,180.82
295_HC.png,0.10632731179,171.26,38.220589809,27.899624015,29.902031946,24.478716033,6.272459226,171.27
296_HC.png,0.11794888272,191.47,48.911072418,32.286379332,32.786490441,28.072757363,6.219925644,191.48
297_HC.png,0.136595851666,174.89,57.267890014,41.7756223,32.482231323,22.757631528,6.253815367,174.89
298_HC.png,0.140243487226,163.18,55.848953604,36.663622724,28.72588436,23.060351134,6.068380593,163.18
299_2HC.png,0.141834216458,160.4,65.018898922,40.75855398,28.069563007,22.855570262,0.212937506,160.41
299_HC.png,0.138691696856,161.7,59.736350333,38.141753045,29.357519855,21.837568058,0.326833848,161.7
300_2HC.png,0.142732918262,183.73,59.539463515,45.613854495,33.161967864,25.039169817,0.287120324,183.74
300_HC.png,0.117419565425,180.89,43.85147765,31.273123497,33.040394024,24.198431637,0.05597432,180.9
301_HC.png,0.147041520652,169.7,56.613280731,44.773173771,29.45697955,24.444333527,6.162571407,169.7
302_HC.png,0.146450873683,178.0,60.612109533,38.726325247,31.227616375,25.273141195,0.094122172,178.0
303_HC.png,0.118201211804,171.2,48.382946934,30.868516282,30.962911681,23.25978221,0.171838871,171.21
304_HC.png,0.124407142401,173.92,57.594517788,34.145449544,30.961097668,24.193774151,0.034970501,173.93
305_HC.png,0.135074402835,178.44,55.616745214,40.134478661,32.411018044,24.080543952,0.005568071,178.44
306_HC.png,0.148986928603,182.41,67.741953039,49.912633006,32.461053352,25.390324819,6.061700386,182.42
307_HC.png,0.12343306367,173.65,42.325688357,29.465845055,30.690982625,24.407613252,6.214298451,173.66
308_HC.png,0.107926079022,166.86,47.541223722,27.68070243,29.315640242,23.646270268,0.148342467,166.86
309_HC.png,0.117978212379,175.9,46.407117603,29.195032344,31.688966567,24.039398324,0.071154072,175.9
310_HC.png,0.121394948262,170.2,49.547912356,31.586937382,29.746342235,24.291378102,0.099823467,170.2
311_HC.png,0.14406977381,173.4,60.303462145,41.779458394,31.240993838,23.697476212,6.109297666,173.41
312_2HC.png,0.127987701159,170.6,38.596580165,32.546247503,31.194510209,22.784592766,6.193905961,170.61
312_HC.png,0.131218041244,174.8,48.026684076,31.045443529,32.330952257,22.907018737,0.142025915,174.8
313_HC.png,0.124381944537,179.0,47.124552557,38.394722575,31.715225588,25.068502795,0.038258772,179.0
314_HC.png,0.126990951025,168.67,38.284020292,33.85269958,29.807282269,23.713450887,0.094841159,168.69
315_2HC.png,0.18266853359,173.1,83.045013131,49.817878354,30.18762247,24.78372109,0.148483148,173.12
315_HC.png,0.201985378458,174.1,92.889810427,52.812830521,30.654589764,24.610987277,0.258700134,174.14
316_HC.png,0.128043026496,173.84,35.334926384,36.699687722,29.383160778,25.899163874,5.96540614,173.85
317_HC.png,0.10445424666,163.9,43.622735044,29.626302706,29.716311932,22.182052112,0.029821346,163.9
318_HC.png,0.105205391583,163.65,39.360268924,28.116890579,29.118656651,22.777174362,0.030268291,163.64
319_HC.png,0.139408707619,171.1,56.749231264,38.3572691,30.392687285,23.873706081,0.148350257,171.1
320_HC.png,0.107832252979,168.51,36.670605557,27.835314229,29.872941677,23.580042193,6.281351987,168.51
321_HC.png,0.108764767647,172.9,40.748151946,24.990140107,31.164554618,23.6136134,0.023696142,172.91
322_HC.png,0.145277494893,174.9,60.647031922,33.561383473,30.270814741,25.290755596,0.020787104,174.9
323_2HC.png,0.120244749955,181.03,51.941744983,29.536687287,32.430588489,24.948249937,0.035037546,181.03
323_HC.png,0.106097263225,175.08,40.957126265,25.675266532,31.011386909,24.529533137,6.243568922,175.08
324_HC.png,0.136863989373,168.40,49.617316519,40.17299538,29.652301909,23.791356764,0.006819357,168.4
325_HC.png,0.103617763768,165.9,41.49448578,27.677124335,29.900640498,22.657591058,6.268702837,165.9
326_HC.png,0.133804384867,167.5,44.994017233,38.579463279,30.397393337,22.63510464,0.207574299,167.5
327_2HC.png,0.0943018861537,164.96,38.629939701,26.008772737,30.401681405,21.749543785,0.020069582,164.97
327_HC.png,0.0943809972619,163.11,38.964077747,23.816707522,29.812400211,21.79770507,0.104129998,163.12
328_HC.png,0.11247446028,176.3,44.236569411,32.960567131,31.620326569,24.25615413,6.236559082,176.3
329_HC.png,0.129826542659,172.3,56.734688448,39.313609065,29.312686329,25.467975567,0.38402237,172.31
330_HC.png,0.140277776453,176.57,54.414232376,37.192421202,30.69151825,25.390302153,6.171647793,176.58
331_HC.png,0.136120158273,167.07,55.085831613,36.868629647,29.796186712,23.176578631,0.044324521,167.07
332_HC.png,0.122829559373,169.3,56.003691154,29.610042975,30.497124627,23.138946928,0.039841755,169.3
333_HC.png,0.106051729081,166.4,43.54766764,25.991090801,29.971227437,22.748082133,0.049692855,166.4
334_HC.png,0.147324695307,177.4,48.940674356,35.938347193,31.64872374,24.600480437,0.103846837,177.41
335_HC.png,0.119780216898,170.84,50.272714382,28.934713871,31.373031582,22.656977433,6.192707871,170.85
336_HC.png,0.114601593126,167.24,43.457191312,28.8295577,30.601592877,22.309227873,0.072143303,167.25
337_HC.png,0.11916936863,175.62,55.774292122,34.405456497,31.021272635,24.702563072,6.242082345,175.62
338_HC.png,0.143367443766,169.00,56.545836223,44.240647639,30.158400382,23.425879574,0.164145931,169.01
339_HC.png,0.116265929023,176.18,44.981601856,32.255015395,31.705642204,24.118313706,6.238762315,176.19
340_2HC.png,0.132886092914,175.09,42.566003287,27.201266769,31.064023142,24.47226179,5.907096028,175.09
340_HC.png,0.129034748444,170.35,60.694753271,30.881909224,30.637927307,23.344769561,0.108347114,170.37
341_HC.png,0.13877964682,177.71,62.034667302,37.987597317,31.355146343,25.033166546,6.219895217,177.71
342_HC.png,0.122521752264,171.90,49.966214307,33.077371475,29.869311688,24.727968168,0.052487243,171.9
343_HC.png,0.120238094103,174.09,41.615496742,30.181273403,31.788397462,23.298460786,6.234958056,174.09
344_HC.png,0.122326452558,170.2,42.845702356,27.989855957,30.072335206,23.930310136,0.074880766,170.2
345_2HC.png,0.105793387332,164.97,39.848363659,23.106659392,30.212838961,21.975495367,0.016996694,164.98
345_HC.png,0.130960682505,165.45,51.995611367,31.341782266,31.065701936,21.124622923,0.074861591,165.45
346_HC.png,0.104822305342,171.00,36.699854013,23.122827126,30.811369522,23.365014379,0.094511726,171.0
347_HC.png,0.110383835104,164.05,37.872650705,28.454529285,29.491112592,22.495746741,0.089020554,164.06
348_HC.png,0.0956618957795,170.9,40.010455078,26.909078507,31.724251327,22.258061828,0.031754334,170.9
349_HC.png,0.141565442085,165.24,39.68339463,39.073867873,29.393973271,23.011200589,6.240305817,165.25
350_HC.png,0.125082880259,181.61,48.975652467,32.691550961,32.142717759,25.470389896,6.279221059,181.6
351_HC.png,0.144118632589,172.1,54.249819328,41.628901005,30.98537956,23.543502489,0.033481128,172.11
352_2HC.png,0.111274321874,176.68,41.375144889,34.48049717,31.107577486,24.965238654,6.028541367,176.69
352_HC.png,0.110612372557,175.21,45.029001304,30.110434357,31.2910378,24.255044631,0.080800174,175.2
353_HC.png,0.14216280835,178.27,58.900861089,40.134120909,31.341322145,25.243047219,0.10904413,178.28
354_HC.png,0.12167497379,180.47,48.38812228,35.6851128,32.770030254,24.364104589,6.217608694,180.46
355_HC.png,0.157376043499,180.6,63.923907913,37.50459672,31.931496207,25.370327678,0.216942168,180.61
356_HC.png,0.144935795239,181.1,57.09574878,43.598218039,31.443371391,26.078506673,0.055834104,181.1
357_HC.png,0.12131276654,169.73,50.878921551,34.244467467,31.08374382,22.611955732,0.045888263,169.74
358_HC.png,0.134737676865,170.2,61.155837358,35.624266761,30.067192859,23.936459975,6.15039357,170.2
359_2HC.png,0.117375795231,178.04,46.865169776,33.715659876,31.69989859,24.762074959,0.025059813,178.05
359_HC.png,0.125903949142,178.28,48.723506572,36.75757688,32.031950354,24.463532497,6.271354614,178.28
360_2HC.png,0.124071039259,182.08,46.050892715,35.824545174,32.226233244,25.540104649,6.18394414,182.09
360_HC.png,0.155726205558,175.23,39.13721211,44.311899395,31.378490624,24.1638984,0.465365962,175.23
361_2HC.png,0.16407181005,180.08,59.621666906,44.964566014,32.180739292,24.910011791,0.584794888,180.08
361_HC.png,0.168772955736,184.76,69.883085066,53.855610872,32.74824995,25.860345334,0.076533591,184.76
362_HC.png,0.114250521768,174.53,44.189506358,26.935383356,30.854246334,24.521189952,0.009803429,174.54
363_HC.png,0.129877420572,180.3,47.785481316,32.912199969,31.899635281,25.306509175,0.004955211,180.32
364_2HC.png,0.13933767875,173.2,55.966185458,38.189107824,31.044798818,23.853076178,0.014424213,173.21
364_HC.png,0.142527469567,194.6,45.926954304,38.847680395,35.092354727,26.5546383,6.257079537,194.6
365_HC.png,0.145335653249,174.79,56.020591777,41.772404238,31.002831857,24.442102243,0.005090965,174.8
366_HC.png,0.136268767151,181.39,54.029345628,40.955397484,32.993795581,24.424226132,6.263041623,181.39
367_HC.png,0.132902703787,166.85,51.826751429,37.575298991,29.200494003,23.775715949,0.083066192,166.87
368_HC.png,0.138930728038,166.21,47.749500803,29.343835591,31.215912099,21.211007657,6.113429627,166.21
369_HC.png,0.134754366166,180.87,43.478341207,36.383571943,31.106855719,26.368512344,0.153463459,180.87
370_HC.png,0.134799246852,172.0,66.163199878,38.000425197,30.672084998,23.867946153,6.21942204,172.01
371_HC.png,0.132815947658,168.13,53.163281614,35.90764141,30.034949684,23.268359572,6.279877262,168.13
372_HC.png,0.13571202755,172.39,51.683940622,35.93980268,30.303812802,24.410924504,6.278860733,172.39
373_2HC.png,0.14398430075,183.1,59.165758366,39.296685034,32.040122123,26.093070239,0.120172215,183.11
373_HC.png,0.144000002316,178.3,57.233745305,42.501549268,31.092512097,25.527026045,6.248231651,178.31
374_HC.png,0.128389337124,174.29,48.771548767,36.662741252,30.542430602,24.787651267,0.153267118,174.29
375_HC.png,0.127206230775,161.36,55.097926206,31.70505926,28.270606519,22.956200153,0.069047578,161.37
376_2HC.png,0.157775729895,171.80,62.174187097,48.17694046,31.354590772,23.012515635,6.255050808,171.81
376_HC.png,0.104434875151,167.43,38.556855212,27.315475754,29.8039662,23.28847041,6.255220052,167.42
377_HC.png,0.10924866666,172.26,45.714365748,31.484906952,31.876379118,22.554522759,0.006599646,172.26
378_HC.png,0.107782592056,164.30,46.211899824,30.916572113,29.240600172,22.863398786,0.04868618,164.3
379_HC.png,0.119801348164,169.68,47.355169985,32.825125187,30.230850903,23.574203866,0.09427011,169.68
380_HC.png,0.146630248603,174.81,41.577750256,44.323178816,30.825589903,24.648964079,0.011628826,174.82
381_HC.png,0.138369070159,170.44,53.800382064,37.652074373,31.055471046,22.889551837,0.034676688,170.45
382_2HC.png,0.109994696534,165.74,44.40384491,27.23172686,30.240970348,22.209537292,0.203000053,165.75
382_HC.png,0.11389859698,169.04,46.885161039,33.124395751,30.405768882,23.159164431,0.165065521,169.05
383_HC.png,0.14094137294,171.02,51.845502106,31.57476119,29.504711658,24.831907064,5.664860255,171.02
384_2HC.png,0.121714937978,160.21,42.947053463,28.915369259,29.404064875,21.268748443,6.266994952,160.22
384_HC.png,0.12178959643,165.61,39.88059208,27.531277343,30.697761321,21.625295879,0.042411639,165.62
385_HC.png,0.133190594221,171.12,50.974659672,34.937238671,29.399386914,24.981029375,0.031032085,171.12
386_HC.png,0.132256071819,171.65,42.975502215,30.398978192,30.446679254,24.001209784,6.184340019,171.65
387_HC.png,0.108447204465,174.76,46.486485941,29.67231249,31.105665294,24.316754626,0.063621187,174.77
388_HC.png,0.190535875467,176.65,72.376928698,60.807279021,32.478684103,23.375098257,0.061303305,176.64
389_HC.png,0.109732915526,177.4,47.724361291,33.272118053,31.619451871,24.634240851,6.245715762,177.41
390_HC.png,0.122206152939,177.06,49.283735417,34.231391205,30.946068724,25.272258907,6.283046889,177.07
391_HC.png,0.144166009767,180.72,56.800849099,39.032223411,32.078148162,25.248458334,0.032898495,180.74
392_2HC.png,0.145446991219,174.99,50.888692167,36.394265647,30.588890897,24.973020466,0.27728314,175.0
392_3HC.png,0.145446991219,174.99,50.888692167,36.394265647,30.588890897,24.973020466,0.27728314,175.0
392_HC.png,0.145446991219,174.99,50.888692167,36.394265647,30.588890897,24.973020466,0.27728314,175.0
393_HC.png,0.103252177336,172.93,40.142439672,28.44011556,30.480630097,24.399246061,6.265304311,172.94
394_2HC.png,0.118185331424,184.6,52.610167101,28.990316641,31.65954667,27.005305851,0.078498937,184.59
394_HC.png,0.125482335687,184.5,41.826290022,27.841303239,31.540462603,27.106181549,6.104183864,184.51
395_HC.png,0.106208679524,176.7,40.936000847,27.300748542,31.361238797,24.684393112,6.270567849,176.7
396_HC.png,0.166408042113,173.13,51.718771909,55.810973582,30.460677758,24.491198056,6.144806125,173.15
397_HC.png,0.113118609244,167.7,33.854439296,30.463528784,30.33396952,22.779935686,6.176647345,167.71
398_HC.png,0.139695604642,167.28,54.963981275,37.708852067,28.738435748,24.424256438,6.191385945,167.29
399_2HC.png,0.127850213112,175.87,49.562693053,33.065643731,30.443402422,25.425084523,6.216504481,175.87
399_HC.png,0.137776202626,173.96,57.218694931,37.229772118,29.623773531,25.682522915,0.126210067,173.97
400_HC.png,0.126295179129,168.35,45.474585754,31.334786706,29.713824812,23.70778141,0.014174076,168.36
401_HC.png,0.1164227031,170.08,43.1609068,31.62613954,29.877336806,24.110415947,0.339188319,170.09
402_HC.png,0.12686673599,178.4,52.715670552,39.133345209,31.607696613,24.987058545,6.171250383,178.41
403_2HC.png,0.130650369745,173.2,54.066163588,29.619129193,30.338296323,24.647510426,0.106388092,173.21
403_HC.png,0.132229234043,174.76,47.72997164,39.14228859,30.635102023,24.845341626,0.032219056,174.77
404_2HC.png,0.123728200793,170.1,44.137887154,32.749967039,30.219520869,23.731323218,6.156576632,170.1
404_HC.png,0.235595234803,189.1,89.61465607,62.956654061,33.539452807,26.447009357,6.20041992,189.11
405_HC.png,0.172744989395,177.0,79.978109699,46.551840908,31.794612024,24.301924632,0.042946069,177.02
406_HC.png,0.135628806578,173.3,49.970728076,45.227120086,30.969280453,23.973276287,6.204889104,173.31
407_HC.png,0.115547429684,177.02,43.124118176,32.957049836,31.369898269,24.783239012,0.0850599,177.02
408_HC.png,0.10130942476,172.0,43.863544476,27.966344891,31.512616874,22.895009437,0.18272421,172.0
409_HC.png,0.106472702737,166.72,39.120248984,30.296624304,30.211085146,22.583599301,0.001556484,166.73
410_2HC.png,0.141754661288,182.48,56.646634359,40.132739766,33.062005754,24.724959157,0.024326312,182.49
410_HC.png,0.157291665673,180.43,59.818491351,31.989618521,31.870687339,25.37672274,0.047102997,180.43
411_HC.png,0.105820494763,173.7,45.969517041,28.340907041,30.343628044,24.811309294,0.117623703,173.71
412_HC.png,0.114197622646,164.41,48.231512993,29.255761242,28.876387316,23.311710161,6.258875041,164.42
413_HC.png,0.113854381171,172.19,40.15613413,30.874116443,30.765077802,23.82390765,0.093961849,172.19
414_HC.png,0.137598042687,168.33,56.786438852,34.948831007,28.953123742,24.536010525,0.005115067,168.33
415_HC.png,0.141517293285,176.57,55.425918619,37.51484899,30.223079544,25.899435365,0.004950816,176.58
416_HC.png,0.117165695789,160.6,43.859634503,33.013832237,29.959192968,20.743220488,0.068069798,160.6
417_HC.png,0.124411761761,169.84,54.180010471,34.748110521,29.8807832,24.023175387,6.244944245,169.84
418_HC.png,0.139222525888,179.66,42.756910427,40.448891731,31.608191233,25.411656543,6.197546169,179.66
419_HC.png,0.150024439349,183.5,48.682369717,38.127664184,30.971956724,27.385557442,6.061698921,183.51
420_HC.png,0.116137099821,171.5,41.39626611,34.097034501,30.907751242,23.425002423,0.055320647,171.5
421_HC.png,0.114982388485,173.16,42.590097083,34.025928561,30.775260151,24.143364562,0.002867292,173.16
422_HC.png,0.123148415147,165.75,50.985033586,27.835733146,29.635182426,22.90929858,6.272285388,165.75
423_HC.png,0.11687345283,181.76,42.307371368,33.949578413,32.22636909,25.43173895,6.082594549,181.77
424_HC.png,0.139504422744,176.6,66.356731707,30.934560804,31.179714241,24.854775805,0.28395549,176.6
425_2HC.png,0.116697674574,166.74,43.40213481,29.926062354,29.946580069,22.894026727,0.112653978,166.74
425_HC.png,0.116681595181,162.25,47.438809707,30.134010089,28.68100678,22.799206427,0.031628167,162.26
426_2HC.png,0.10005594492,142.25,44.356519789,29.144923001,25.03583988,20.113461745,6.25027556,142.26
426_3HC.png,0.100098586082,142.34,38.565813584,28.184959703,25.489919521,19.625356036,6.272450771,142.33
426_4HC.png,0.12425955385,155.60,40.721626328,39.885278532,27.698471974,21.646210143,6.114351081,155.6
426_HC.png,0.100013697147,145.19,38.990052013,30.221569041,25.704774611,20.358055425,6.256193371,145.2
427_HC.png,0.114904574373,183.58,47.757152358,31.904308109,32.436248471,25.813325081,6.278525042,183.59
